Location name,Amount spent (CHF)
Aargau,186
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,130
Basel-Landschaft,≤100
Bern,431
Canton of Geneva,2393
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,707
Fribourg,129
Graubünden,≤100
Jura,≤100
Luzern,1361
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,122
Ticino,838
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,218
Zug,≤100
Zürich,489
