Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
564188034075673,Roberto Enriquez,an advertiser in Venezuela,13000000,2
110530401611698,real.termometronacional,an advertiser in Venezuela,6000000,2
11449543593,Carlos Ocariz,an advertiser in Venezuela,3662454,2
105971132265220,Luis Fernando Guerra O,an advertiser in Venezuela,3500000,1
1786224525008587,Jose Vicente Alcalde,an advertiser in Venezuela,1782477,1
106718764251730,José Jhonatan Mujica Acosta,an advertiser in Venezuela,1000000,2
342910153967,Upata al Día TV,an advertiser in Venezuela,500000,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,≤100,1
473477439675375,THE WAY Back To Eden,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
101801685891012,Revista Knowable,These ads ran without a disclaimer,≤100,1
104980492469454,T1215-4,These ads ran without a disclaimer,≤100,1
105257432441286,T1215-7,These ads ran without a disclaimer,≤100,1
492984144218541,Morning Worship Moment,These ads ran without a disclaimer,≤100,1
