Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
939050246112788,Facebook Public Affairs,Meta,18415,24
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,7803,22
95938536190,Shoppers Drug Mart,Shoppers Drug Mart,2697,8
104386908631938,Pathways Alliance,Pathways Alliance,2599,6
5794733873,David Suzuki Foundation,David Suzuki Foundation,2156,57
230448456985193,Elections Ontario,Elections Ontario,1805,14
261752512263,Canadian Red Cross,Canadian Red Cross,1660,18
367773226675582,The Home Depot,The Home Depot,1184,5
9333642607,TELUS,TELUS,1016,5
121222984568561,Amnesty International Canada,Amnesty International Canada,813,65
113297740077607,Canadian Energy Centre,Canadian Energy Centre,793,115
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,784,79
177004795666755,Manitoba Government,Manitoba Government,765,43
115835521825983,UNHCR Canada,UNHCR Canada,758,74
180862678644381,Ontario NDP,Ontario NDP,733,61
154462904588700,Enbridge Gas,Enbridge Gas,732,72
292744507509060,Karen McCrimmon,the CFO for the Karen McCrimmon campaign,718,12
27321532378,Pierre Poilievre,Conservative Party of Canada - Parti conservateur du Canada,698,5
281999881613,World Vision Canada,World Vision Canada,685,11
139449499417715,Pharmaprix,Pharmaprix,681,8
106917558391358,Alliance nouvelles voies,Pathways Alliance,666,2
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,662,50
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,612,50
117475525574,Saskatchewan New Democratic Party,the Chief Official Agent of the Saskatchewan NDP,596,20
1097840090260804,National Police Federation,National Police Federation,553,45
107522322380767,Elliot Weinstein for Calgary Heritage,Elliot Weinstein's Campaign for Calgary Heritage,551,28
103947395932025,mstrishaaa,mstrishaaa,495,4
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,484,29
504061526642471,Ontario Power Generation,Ontario Power Generation,458,4
203485052997041,Hospital Employees' Union,Hospital Employees' Union,429,12
453724058039992,viaSport British Columbia,viaSport British Columbia,427,29
9226212436,SaskPower,SaskPower,407,8
167800183238142,YourAlberta (Government of Alberta),YourAlberta (Government of Alberta),405,3
31912359596,University of Saskatchewan,University of Saskatchewan,398,13
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,392,77
123235041462,The Fraser Institute,Fraser Institute,389,35
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,381,48
168724059831514,Desjardins,Desjardins,380,1
202220023130891,Bell Canada,Bell Canada,375,4
107151709065261,Gary Crawford,Gary Crawford Scarborough—Guildwood PC Campaign,374,16
101347089679547,Andrea Hazell,Andrea Hazell Campaign,353,8
35715544220,Stand.earth,Stand.earth,351,16
78753328415,Dogwood BC,Dogwood BC,322,3
26394435211,Canadian Cancer Society,Canadian Cancer Society,321,3
