Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
108390095364515,Phạm Văn Thanh- Đặc Trị Xương Khớp,These ads ran without a disclaimer,3179773,1
110191145479586,Học Lập Trình Online Cùng MindX,These ads ran without a disclaimer,1996662,1
105473397490741,Phạm Thị Nga,These ads ran without a disclaimer,1895721,19
109236928694113,Kinh Tế Tài Chính Thông Minh 2023,These ads ran without a disclaimer,1130564,2
185061704983484,Nha Khoa Paris,These ads ran without a disclaimer,1089686,1
103397209040329,Viện khoa học giảm béo Nevada,These ads ran without a disclaimer,921410,5
110961992051943,Ebook Tài Liệu,These ads ran without a disclaimer,861171,5
112977278547511,Phát triển tài chính kinh tế mới 2023,These ads ran without a disclaimer,817049,1
106476091689860,Bartra Wealth Advisors,Bartra Wealth Advisors,674127,11
106034145583339,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,633585,2
668471776674810,Nha Khoa Paris,These ads ran without a disclaimer,615909,1
101478189323986,Thầy Phạm Văn Thanh Lào Cai,These ads ran without a disclaimer,477094,2
110573918793620,Quỹ Đầu Tư Xanh,These ads ran without a disclaimer,463869,1
107497901963061,Sách Hay Chọn Lọc,These ads ran without a disclaimer,403975,1
101291915685026,Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,396316,2
113399258473117,Người Tốt - Lương Y Phạm Văn Thanh - Chữa Dứt Điểm bệnh Dạ Dày Đại Tràng,These ads ran without a disclaimer,355332,1
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,348252,7
108020352062676,CEO Trần Thanh Thảo - Bright Shine Tăng Chiều Cao Chính Hãng,These ads ran without a disclaimer,341397,1
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,275282,3
103249298951475,CỘNG ĐỒNG BẤT ĐỘNG SẢN MIỀN NAM,These ads ran without a disclaimer,271860,1
116930904787617,Tuyển bảo vệ - tạp vụ Bắc Ninh - Bắc Giang,These ads ran without a disclaimer,271159,1
654396084640049,IMM GROUP,IMM Group,212869,2
105972995906692,CTCP DV GIẢI TRÍ THÔNG MINH có gì?,These ads ran without a disclaimer,201663,1
101822809264414,Tài Liệu Giá Rẻ,These ads ran without a disclaimer,179829,9
118828961151139,Trung Tâm Nhân Giống F1,These ads ran without a disclaimer,159044,1
165600847322369,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,129152,2
1831330046916094,Tuyển Dụng Giáo Viên Hà Nội,Tuyển Dụng Giáo Viên Hà Nội,109454,3
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,103621,1
108756245519138,Lương y Phạm Văn Thanh Xương Khớp Lào Cai,These ads ran without a disclaimer,103090,1
106864984981716,Tài liệu ôn thi viên chức giáo viên TP. HCM,Tài liệu ôn thi viên chức giáo viên TP. HCM,98993,4
103031616060258,Vườn ươm Hạt giống - Học Viện Nông Nghiệp Việt Nam,These ads ran without a disclaimer,53453,1
1727496090862110,Tuyển giáo viên TP HCM,Tuyển giáo viên TP HCM,49186,1
117879734612936,Trung Tâm Thẩm Mỹ Quốc Tế Như Ý - Tây Ninh,These ads ran without a disclaimer,44846,1
2385813261741913,"Đại Học Luật - tuyển sinh VB1, Vb2, Tại chức",These ads ran without a disclaimer,44608,1
224699127725922,Smart Train,These ads ran without a disclaimer,31533,1
105165132614796,HẢI PHÒNG News,These ads ran without a disclaimer,14399,1
450326391674911,Allianz,These ads ran without a disclaimer,783,1
111535111844172,VaiNovel,These ads ran without a disclaimer,≤100,1
106170864917317,Aprende y emprende con tus manos,These ads ran without a disclaimer,≤100,1
100142840161003,Billy Gene Is A.I. & XR Marketing,These ads ran without a disclaimer,≤100,2
110522962130844,Carlos García,These ads ran without a disclaimer,≤100,1
176104589110851,IEEE,These ads ran without a disclaimer,≤100,1
130467394263248,Dyness,These ads ran without a disclaimer,≤100,1
109353154135430,E.N. Publishing,These ads ran without a disclaimer,≤100,1
