Location name,Amount spent (TWD)
Changhua,8001
Chiayi,1290
Hsinchu,3531
Hsinchu City,6342
Hualien,2854
Kaohsiung,25316
Keelung City,2769
Kinmen,467
Lienchiang,≤100
Miaoli,3211
Nantou,3226
New Taipei City,41431
Penghu,542
Pingtung,5024
Taichung,30647
Tainan,16413
Taipei,33638
Taitung,1694
Taoyuan City,22464
Unknown,2884
Yilan,2707
Yunlin,4411
