Location name,Amount spent (CLP)
Antofagasta Region,121825
Araucanía Region,166458
Arica y Parinacota Region,29719
Atacama Region,18662
Aysén Region,28897
Bío Bío Region,205291
Coquimbo Region,89745
Los Lagos Region,80108
Los Ríos Region,42188
Magallanes y la Antártica Chilena Region,16776
Maule Region,98537
O'Higgins Region,75084
Santiago Metropolitan Region,1256733
Tarapacá Region,27994
Unknown,306
Valparaíso Region,279815
