Location name,Amount spent (USD)
Ahmadi Governorate,452
Capital Governorate,4482
Farwaniya Governorate,1631
Hawalli Governorate,1851
Jahra Governorate,113
Mubarak Al-Kabeer Governorate,≤100
Unknown,≤100
