Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,2359960
Apure,1007638
Aragua,4171856
Barinas,2386091
Bolívar (state),3373204
Capital District,9225015
Carabobo,12435044
Cojedes,770746
Delta Amacuro,95031
Falcón,1346532
Guárico,857663
Lara,3526976
Miranda (state),5247222
Monagas,1336223
Mérida,2453378
Nueva Esparta,938129
Portuguesa,936513
Sucre,745588
Trujillo,898051
Táchira,3955519
Unknown,≤100
Vargas,744227
Yaracuy,1172591
Zulia,35390626
