Page ID,Page name,Disclaimer,Amount spent (BBD),Number of ads in Library
260915342653,Banks Beer,These ads ran without a disclaimer,≤100,1
140515453215980,DEPUTY,These ads ran without a disclaimer,≤100,1
103119027899256,Caribbean Climate-Smart Accelerator,These ads ran without a disclaimer,≤100,1
