Location name,Amount spent (NOK)
Akershus,3288
Aust-Agder,612
Buskerud,1602
Finnmark,543
Hedmark,1174
Hordaland,2795
Møre og Romsdal,1658
Nord-Trøndelag,824
Nordland,1600
Oppland,1117
Oslo,5598
Rogaland,2336
Sogn og Fjordane,675
Sør-Trøndelag,1814
Telemark,1025
Troms,1118
Unknown,≤100
Vest-Agder,1180
Vestfold,1487
Østfold,1707
