Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,10724,265
301774903545521,Brasil Paralelo,Brasil Paralelo,6846,70
239665829565195,Cidade de São Paulo,Pago por Prefeitura de SP,6054,39
465235726843103,Ambev,Ambev,4324,6
54779960819,United Nations,United Nations with Facebook Ad Credits,3158,9
159103797542,Greenpeace Brasil,Greenpeace Brasil,2675,129
109770755848061,Suzano,Suzano SA,2485,9
101189854802059,Revista Oeste,Revista Oeste,2400,12
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,1719,66
105527742878890,Prefeitura do Recife,Prefeitura do Recife,1578,12
106869981440689,Brasil Certo,BRASIL CERTO,1420,15
330379553673497,Oxfam Brasil,Oxfam Brasil,1239,148
108742321417244,Gerson Aragão,SCIREJUS APLICATIVOS JURIDICOS LTDA,1070,192
197587446941661,Valor Econômico,Editora Globo,1069,18
130458937054870,Governo do Estado do Paraná,Governo do Estado do Paraná,1000,1
145247469014742,Prefeitura do Rio de Janeiro,PREFEITURA DA CIDADE DO RIO DE JANEIRO - PCRJ,925,17
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,896,23
139640876082234,Pés Sem Dor,These ads ran without a disclaimer,871,23
103039778175459,Hospitais PROADI-SUS,Hospital Alemão Oswaldo Cruz,845,1
193185607843864,Weliton Prado,Weliton Prado,781,1
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,774,6
413759645437653,EBRADI - Escola Brasileira de Direito,These ads ran without a disclaimer,679,1
1417365235223551,Seduc PI,Secretaria de Educação do Piauí,677,2
165175370206522,Citi Brasil,Citi Brasil,673,3
104738421003389,InvestNews BR,Easynvest,661,16
560599677292902,Prefeitura de Belém,Prefeitura de Belém,610,2
113165042099382,Brasil 61,Brasil 61,583,55
520803328039440,Recicla Sampa,Eco Urbis e Loga,570,50
7970426802,WWF-Brasil,WWF-Brasil,545,40
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,529,4
367980806622995,Bruna Furlan Deputada Estadual,Bruna Furlan,511,64
185500178231142,Governo do Maranhão,Governo do Estado do Maranhão,509,8
326853180767148,Prefeitura de São Francisco do Sul,MUNICIPIO DE SAO FRANCISCO DO SUL,506,10
267683643272117,Edmilson Rodrigues,Edmilson Brito Rodrigues,491,1
176740279057602,CDL De Belo Horizonte,CAMARA DE DIRIGENTES LOJISTAS DE BELO HORIZONTE,473,12
454363287967300,Elvis Cezar,Governo360,471,5
258088921369,TOTVS,TOTVS,456,6
263563620333111,Eduardo Braga,Carlos Braga,450,2
107589328880817,Brasil no Foco,Francine De Almeida Viana Pereira,434,62
106091268052699,Prefeitura de Diadema,Prefeitura de Diadema,384,4
170166996524709,Orlando Morando,Orlando Morando Junior,384,11
373178502706775,Colégio Marista Rosário,Colégio Marista Rosário,376,42
169743843175117,Bruno Ganem SP,Bruno Ganem,372,3
288660317927031,Prefeitura Municipal de Araçatuba,PREFEITURA MUNICIPAL DE ARAÇATUBA,363,4
314916388685112,Deputado Val Ceasa,Roosevelt Barcelos,353,2
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,350,40
665498620499336,"O Novo Legislativo, por Renata Cunha",Instituto Renata Cunha,350,72
228909183838663,Fundação Demócrito Rocha,Ismael Pereira Da Costa,346,6
169264993128249,Prefeitura de Fortaleza,Outcome Digital Strategy,340,2
843985505628610,Órigo Energia,Órigo Energia,335,1
2323904661180742,All Out Brasil,All Out,299,5
224777780881144,Visão Mundial,Visão Mundial,292,18
359119967506808,Colégio Marista João Paulo II,Colégio Marista João Paulo II,290,34
239977579362882,Blue3,Blue3 Investimentos,289,6
1211366248899077,Prefeitura de Duque de Caxias,Prefeitura de Duque de Caxias,289,11
263199020531986,JOTA,JOTA,287,10
102371016084907,Festival Em Canto,Instituto Rosa dos Ventos,277,2
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,270,20
2209636419286152,Elismar Prado,Elismar Prado,260,4
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",260,10
106177618923389,Uniodontoms,Uniodonto Mato Grosso do Sul,254,2
415041521941449,Brasil Notícias,Fabiana Meireles,244,43
271242366375666,Edson Giriboni,Edson Giriboni,244,4
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",241,45
110225312350543,Nova Escola,Associação Nova Escola,238,3
1485213551611161,Coronel Castro,ELEICAO 2022 JOSE ROBERTO DE CASTRO DEPUTADO FEDERAL,232,6
172271576134185,Habitat para a Humanidade Brasil,Habitat para a Humanidade Brasil,230,8
1943461812591225,Francês Ativo Avec Elisa,These ads ran without a disclaimer,230,5
105071909075409,Rodeio Internacional de Tapejara RS,Rodeio Internacional de Tapejara RS,222,9
297785830288053,Rosenverg Reis de Oliveira,Rosenverg Reis de Oliveira,213,3
1405025743082214,Coronel Alberto Feitosa,Alberto Jorge Feitosa,209,36
107318201742773,Gerador de Votos,Carlos Bomfim,205,8
348704312899125,foconofato,FOCO NO FATO,203,18
151756254136,Enel Brasil,Enel Brasil,193,2
597321050305500,Circuito Candango de Culturas Populares,Instituto Rosa dos Ventos,174,1
