Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,7400,33
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,459,3
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,406,1
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,171,2
339506493370193,Richard Sander,Richard Saul Sander Darín,155,2
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,135,1
655677861495023,Fundación Douglas Piquinela,These ads ran without a disclaimer,109,1
432445257544169,Global City Community,These ads ran without a disclaimer,108,10
105753725396242,laboticalibros,These ads ran without a disclaimer,≤100,1
107680212029365,Todos Por Río Negro,Alejandro Matias Roverano Ayala,≤100,1
116430521327202,Luiza Garcia P,These ads ran without a disclaimer,≤100,2
327115907736300,Asia Global Institute,These ads ran without a disclaimer,≤100,1
136235250405370,The Fashion Ball,These ads ran without a disclaimer,≤100,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,≤100,1
2009798972471052,Gabriel de Carvalho - Espanol,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
