Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,2607,8
339506493370193,Richard Sander,Richard Saul Sander Darín,764,2
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,705,5
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,700,1
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,366,4
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,243,4
2332750643467917,Yamandú Costa,José Manuel Gutiérrez Pereira Das Neves,217,1
1496397947313142,Edil Diego Guevara,Diego Enmanuel Guevara Crosi,202,2
1446198915659477,Dra Quintana / Abogada,These ads ran without a disclaimer,≤100,1
110887661232069,Two Sides América Latina,These ads ran without a disclaimer,≤100,1
1424003061235730,Asociación Autismo en Uruguay,Arlene Raquel Navarro Aguiar,≤100,1
106641265403493,Instituto de Arte y Diseño,These ads ran without a disclaimer,≤100,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
740947842783022,Sanofi Argentina,These ads ran without a disclaimer,≤100,1
896046427178402,O'Farrell S.R.L,These ads ran without a disclaimer,≤100,1
260505207474088,Libélula Cambio Climático,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
103175548153206,China Huaneng in Cambodia,These ads ran without a disclaimer,≤100,1
108626965505621,House of HIGH Sports,These ads ran without a disclaimer,≤100,1
427787940590188,Радио Китай,These ads ran without a disclaimer,≤100,1
108269868283977,Audiohistorias de Israel,These ads ran without a disclaimer,≤100,1
163431977114538,Teleflex,These ads ran without a disclaimer,≤100,1
102270139151158,Social market economy,These ads ran without a disclaimer,≤100,1
72149536933,SKF,These ads ran without a disclaimer,≤100,1
164432246934163,Chopard,These ads ran without a disclaimer,≤100,2
106325695626132,LushReads,These ads ran without a disclaimer,≤100,1
846996508759200,Actitud Femenina,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
907478086066710,The Stephen 3 •Influencers•,These ads ran without a disclaimer,≤100,1
209260229112443,Greenpeace غرينبيس,These ads ran without a disclaimer,≤100,1
327115907736300,Asia Global Institute,These ads ran without a disclaimer,≤100,1
123546032572,Eppendorf Group,These ads ran without a disclaimer,≤100,1
114247604036354,Инфограф,These ads ran without a disclaimer,≤100,1
