Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
178362315106,European Parliament,European Parliament,2055,8
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,1284,38
228168274881,wysokieobcasy,wysokieobcasy,1222,5
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1211,21
618179678235315,wschód,wschód,1037,3
107750507339408,Bart Staszewski,Fundacja Basta,1020,2
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,1008,192
339855706171439,Dobra Fabryka,Dobra Fabryka,988,8
102931488739,Platforma Obywatelska,Platforma Obywatelska,839,88
102811109411234,Do:łącz,Dołącz,639,36
111275624780972,Erase Indifference,Erase Indifference,626,6
107898832590939,European Commission,European Commission,598,2
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,578,2
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,571,9
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,563,6
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,543,6
1227194230675141,Pratia,Pratia SA,542,13
391098174296294,Super Express,se.pl,521,8
105242644355072,Donum Corde,These ads ran without a disclaimer,519,6
142210712522850,Województwo Podlaskie,Urząd Marszałkowski Województwa Podlaskiego,510,2
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,501,13
513969188677442,Compassion Polska,Compassion Polska,486,12
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),442,6
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,437,9
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,433,12
256314858405394,Paweł Olszewski,Paweł Olszewski,402,7
959387840744974,Bezpartyjni Samorządowcy,Bezpartyjni Samorządowcy,376,11
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,366,8
899169200167062,BO Małopolska,Urząd Marszałkowski Województwa Małopolskiego,341,9
312204349288060,Mariusz Gosek,Mariusz Gosek,330,7
163488137165461,E.ON Polska,E.ON Polska,319,10
387124011444132,Wojciech Saługa Poseł na Sejm,Wojciech Saługa Poseł na Sejm,318,5
1683534065241470,OKO.press,OKO.press,305,21
169913419732194,Michał Jaros,Michał Jaros,303,16
1937461523203000,Fundacja Promocji Pojazdów Elektrycznych FPPE,Fundacja Promocji Pojazdów Elektrycznych,294,19
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,285,5
239574985661,Akademia Górniczo-Hutnicza w Krakowie,Akademia Górniczo-Hutnicza w Krakowie,284,3
320289978035326,Poradnik Zdrowie,Poradnik Zdrowie,283,15
277939435553456,Stowarzyszenie Bezpieczna Lubelszczyzna,Stowarzyszenie Bezpieczna Lubelszczyzna,281,4
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,254,3
50063176484,TVN24,TVN,245,1
117930759609640,Platforma Przemysłu Przyszłości,Fundacja Platforma Przemysłu Przyszłości,245,12
