Location name,Amount spent (CZK)
Central Bohemian Region,33884
Hradec Králové Region,13940
Karlovy Vary Region,6926
Liberec Region,11474
Moravian-Silesian Region,28086
Olomouc Region,16471
Pardubice Region,12849
Plzeň Region,16081
Prague,87598
South Bohemian Region,16202
South Moravian Region,40713
Unknown,≤100
Vysočina Region,12273
Zlín Region,13913
Ústí nad Labem Region,21022
