Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
654396084640049,IMM GROUP,IMM Group,1645181,4
105845511087981,TRUYỀN HÌNH AN VIÊN,TRUYỀN HÌNH AN VIÊN,708647,6
100538306165371,Chìa Khóa Dẫn Đến Thành Công,These ads ran without a disclaimer,443470,1
101071576108959,An Viên Hà Nội - Chuyên Khoa Suy Giãn Tĩnh Mạch Hàng Đầu Việt Nam,These ads ran without a disclaimer,421656,1
109432751532773,Lương Y Phạm Văn Thanh 166 Hàm Nghi Lào Cai,These ads ran without a disclaimer,331513,2
823788047675556,Call of War,These ads ran without a disclaimer,226981,2
104640271243082,Bách Hóa Ăn Dặm,Bách Hóa Ăn Dặm,193753,4
107077178856443,Giang Chi Cuong,These ads ran without a disclaimer,168973,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,151320,1
117399794624246,Đầu Tư Thông Minh,These ads ran without a disclaimer,144593,4
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,143683,5
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,104236,2
111831663772285,BOMvn,BOMvn,102378,1
919479674872321,Báo Nghệ An,Báo Nghệ An,98110,1
1635246696802970,Tuyển sinh trong nước và lao động,These ads ran without a disclaimer,78234,2
101865258169428,ĐEN Secondhand,ĐEN Secondhand,49834,1
106864984981716,Tài liệu ôn thi viên chức giáo viên TP. HCM,Tài liệu ôn thi viên chức giáo viên TP. HCM,41863,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,12367,2
225706078170576,Đoàn TNCS Hồ Chí Minh xã Quảng Tiến,Đoàn TNCS Hồ Chí Minh xã Quảng Tiến,8489,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,7613,4
185999151456481,Somatic Experiencing International,These ads ran without a disclaimer,≤100,1
106386158767588,DOPE Quick Reads,These ads ran without a disclaimer,≤100,1
439440096133537,Sick Noise,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
351671375760473,The GCCA,These ads ran without a disclaimer,≤100,1
112852028335947,Where Are Our People?,These ads ran without a disclaimer,≤100,1
2092924957605425,Solis,These ads ran without a disclaimer,≤100,1
423670114403144,Trending in China,These ads ran without a disclaimer,≤100,1
132952406828601,NCS Group,These ads ran without a disclaimer,≤100,1
111555955125120,腔调,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,6
