Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
120370174702378,Magyarország Kormánya,Magyarország Kormánya,881659,1
543788999005363,ORIGO,Mediaworks Hungary Zrt.,195604,19
203389926415069,Magyar Honvédség,Magyar Honvédség,131991,16
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,131673,20
294815374340858,Donáth Anna,Donáth Anna - Momentum,126473,2
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,100729,10
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,93549,9
1534911313439123,Ripost,Ripost,84124,6
122074554119,EU Social,EU Social,80124,6
1487569941539650,Tanítanék,Humán Platform,72133,2
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,72034,5
187301974635606,Gyurcsány Ferenc,Demokratikus Koalíció,69920,15
193944440638410,Karácsony Gergely,Budapest Főváros Önkormányzat,69283,6
191461774219575,hirado.hu,hirado.hu,66098,15
1880809845328535,Dobrev Klára,Demokratikus Koalíció,65854,82
294815374340858,Donáth Anna,Momentum Mozgalom,64035,5
178362315106,European Parliament,European Parliament,54467,6
264517713636590,PestiSracok.hu,PestiSrácok.hu,47102,8
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,45254,6
451844608304228,Metropol,Metropol,38088,4
76748198685,Budapest Pride,Budapest Pride,37649,11
101581945499216,Budapest Beszél,Budapest Beszél,31029,2
107809738949378,"Varga Máté - Alsógalla, Cseri ltp., Óváros",Párbeszéd Magyarországért,30994,4
1237616006358749,Kékes Online,Kékes Online,29764,15
248172631940,Mandiner,Mediaworks Hungary Zrt.,27535,4
112694594992064,Mehr Licht,Mehr Licht,26833,34
131283758531,HVG,HVG Kiadó ZRt.,21655,22
100401808007704,EzaLényeg.hu,EzaLényeg.hu,20236,33
115388925185513,Magyar Szocialista Párt,MSZP,17800,2
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,16793,4
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,16036,8
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,15403,10
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,14341,26
224274995688487,Bohár Dániel - Riporter,Megafon,13958,2
109734398272339,Dr. Mészáros Lajos,Dr. Mészáros Lajos,13257,3
193640214178356,Gyopáros Alpár,Gyopáros Alpár,13234,4
307618232709851,Hidvéghi Balázs,Fidesz - Magyar Polgári Szövetség,12821,1
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,12706,3
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,11572,4
118152054556475,Deák Dániel,Megafon,10709,4
