Location name,Amount spent (ARS)
Buenos Aires,3176387
Catamarca,98565
Chaco,189247
Chubut,182502
Ciudad Autónoma de Buenos Aires,874362
Corrientes,135265
Córdoba,3210521
Entre Rios,191534
Formosa,62729
Jujuy,34196
La Pampa,31632
La Rioja,64091
Mendoza,210794
Misiones,45160
Neuquén,37051
Río Negro,55790
Salta,81526
San Juan,175737
San Luis,312540
Santa Cruz,27059
Santa Fe,841411
Santiago del Estero,40724
Tierra del Fuego,31686
Tucuman,144333
Unknown,1766
