Location name,Amount spent (NOK)
Akershus,3536
Aust-Agder,558
Buskerud,1808
Finnmark,379
Hedmark,879
Hordaland,3293
Møre og Romsdal,1620
Nord-Trøndelag,1107
Nordland,1209
Oppland,844
Oslo,7281
Rogaland,2799
Sogn og Fjordane,578
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,3505
Telemark,743
Troms,957
Vest-Agder,1325
Vestfold,1256
Østfold,1376
