Location name,Amount spent (ARS)
Buenos Aires,3378345
Catamarca,58418
Chaco,76264
Chubut,531204
Ciudad Autónoma de Buenos Aires,1092746
Corrientes,38885
Córdoba,1570980
Entre Rios,400040
Formosa,17457
Jujuy,47020
La Pampa,57334
La Rioja,24677
Mendoza,64526
Misiones,32092
Neuquén,47864
Río Negro,40781
Salta,27584
San Juan,986685
San Luis,26707
Santa Cruz,101499
Santa Fe,4000658
Santiago del Estero,39416
Tierra del Fuego,18114
Tucuman,33076
Unknown,≤100
