Location name,Amount spent (ZAR)
Eastern Cape,1271
Free State,771
Gauteng,4625
KwaZulu-Natal,2426
Limpopo,874
Mpumalanga,990
North West,629
Northern Cape,246
Unknown,≤100
Western Cape,8975
