Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
145505648808327,Resala Charity Organization - جمعية رسالة للاعمال الخيرية,Mohamed Al Ayyat,18707,3
384511478794856,Thndr ثاندر,These ads ran without a disclaimer,11979,8
366309956781525,Ahmed Helmy أحمد حلمى,Ahmed Helmy أحمد حلمى,5779,3
798673866859390,ETC TV,ETC TV,1698,42
550280998481446,Rasha Kelej,Rasha Kelej,1238,10
101009088774421,حزب حماة الوطن,حزب حماة الوطن,890,4
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,603,3
113101433777546,Essam Diab - عصام دياب,Mahmoud Mostafa Ghorab,513,7
103866962304422,Misr Properties,These ads ran without a disclaimer,458,1
192320965049184,الإعلامية نيفين منصور,Nivine Mansour,432,5
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,377,6
110877857406073,المهندس حسام لبن,المهندس حسام لبن,374,4
1934139156895621,د.خالد قنديل Dr.Khaled Kandel,Basel Noufal,347,3
1632636017007559,Mohamed Mostafa Elsallab محمد مصطفي السلاب,Mohamed Mostafa Elsallab محمد مصطفي السلاب,280,5
102752291431181,المهندس حازم الجندي - Hazem ElGendy,المهندس حازم الجندي - Hazem ElGendy,275,3
104570177893410,أحمد علي الألفي,أحمد علي الألفي,247,3
114227100379731,عادل اللمعي - Adel El lamei,عادل اللمعى,206,1
1916894871881712,يونس عبدالرازق - Younes abdelrazek,يونس عبدالرازق - Younes abdelrazek,194,2
101288461667738,Senator Yasser Zaki - النائب ياسر زكى,محمود عبدالعال محمد,178,2
231494494748857,أمانة المجالس النيابية والمحلية - حزب حماة الوطن أمانة القاهرة,محمد عبدالبارى الشليمى,171,5
1579361805610086,أحمد بلال البرلسي - عضو مجلس النواب المصري,أحمد بلال البرلسي - عضو مجلس النواب المصري,169,2
110734497396339,محمود سامي - 𝐌𝐚𝐡𝐦𝐨𝐮𝐝 𝐒𝐚𝐦𝐲,Mahmoud Samy,164,2
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,الدكتور أيمن أبو العلا عضو مجلس النواب,163,4
103571604973098,هشام حسين - Hesham Hussein,هشام حسين - Hesham Hussein,160,2
102883459081121,Mohamed Taher - محمد طاهر,Mohamed Taher - محمد طاهر,160,9
292473967602416,مصر ٢٠٣٠,أسواق للمعلومات,155,2
111086937788265,موقع تحيا مصر - Tahiamasr News,موقع تحيا مصر - Tahiamasr News,151,2
900337800058784,برنامج الو مكملين,These ads ran without a disclaimer,151,2
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,148,2
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,146,3
112709551678127,الصفحة الرسمية لبرنامج آخر كلام,These ads ran without a disclaimer,143,1
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,135,3
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,135,2
101057888427226,النائب المهندس/ محمد لبيب - عضو مجلس النواب,محمد دياب,132,2
102471979264260,المبادرة الوطنية للمشروعات الخضراء الذكية,المبادرة الوطنية للمشروعات الخضراء الذكية,131,1
108210648333964,محمود طاهر -Mahmoud Taher,محمود طاهر -Mahmoud Taher,128,7
103291013528894,Dr.Mokhtar Gomaa,Ahmed Zaatar,116,2
166420296805460,حزب المحافظين,حزب المحافظين,114,1
327466307448314,محمد اسماعيل الشريف,محمد  الشريف,110,1
100210385187886,الصفحة الرسمية للنائب الدكتور ايهاب وهبة عضو مجلس الشيوخ عن محافظة القاهرة,Karim Ahmed Abd Alghany,102,2
103395314662888,حزب الشعب الجمهوري - مصر,حزب الشعب الجمهوري - مصر,102,1
111124421915142,استشاري تأمين,These ads ran without a disclaimer,101,1
101248379544698,حزب صوت الشعب - الأمانة العامة,حزب صوت الشعب - الأمانة العامة,101,1
1424610401122573,هاني العتال - Hany Alattal,محمد السيد عبد الستار,≤100,1
532134937722830,النائبة أميرة بهاء الدين أبو شقة,Gehad Ali,≤100,1
118932207798163,Rehab Eltehewy - رحاب التحيوي,Rehab Eltehewy - رحاب التحيوي,≤100,4
106719921012688,Ahmed Bahaa Shalaby-أحمد بهاء شلبي,Integrated Marketing Communications For Media.IMC,≤100,6
1720882541553191,حسن عمار - Hassan Ammar,حسن عمار,≤100,2
437937192951936,وسط الزحمة مع محمد الكومي,Mohamed Ahmed Elkomey,≤100,1
535371883202755,Freddy Elbaiady  صفحة فريدي البياضي,Freddy Elbaiady  صفحة فريدي البياضي,≤100,1
108927510969680,الصفحة الرسمية للنائبة د. صبورة السيد,الصفحة الرسمية للنائبة د. صبورة السيد,≤100,2
279224125621229,قناة مكملين - الرسمية,These ads ran without a disclaimer,≤100,1
255364564480829,Abdelmonem Emam -  عبد المنعم إمام,Abdelmonem Emam -  عبد المنعم إمام,≤100,3
1994786354105727,النائب أحمد فرغلى,احمد فرغلى,≤100,1
105872082337085,النائب أحمد عبدالجواد,ابراهيم احمد ابراهيم محمد,≤100,1
103774671417468,أمين جابر الصيرفى - عضو مجلس الشيوخ,أمين جابر محمود الصيرفى,≤100,2
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
103571604973098,هشام حسين - Hesham Hussein,حسين السيد,≤100,1
176956519017843,الحزب المصري الديمقراطي الاجتماعي,Mona Shammakh,≤100,3
102049791667720,المقدم الدكتور / حامد الزعبلاوى,Dr-Hamed Elzabalawy,≤100,2
117690156743688,النائب حافظ عمران,Shôükrý Ömrãñ,≤100,1
100226898323327,Khaled Helal in Chemistry - خالد هلال في الكيمياء,These ads ran without a disclaimer,≤100,1
308088503057656,النائب محمود عصام,النائب محمود عصام,≤100,2
298861020736,فرانس 24 / FRANCE 24 Arabic,These ads ran without a disclaimer,≤100,1
100989841697034,محمد على ابوحجازى ـ عضو مجلس الشيوخ المصري,محمد على ابوحجازى ـ عضو مجلس الشيوخ المصري,≤100,1
645819615542768,فَكّر تاني,محمد ياسر جمال,≤100,1
113573618402909,حزب مستقبل وطن- أمانه شباب المحموديه,These ads ran without a disclaimer,≤100,1
113351543859308,أحمد الشناوي خليل - عضو مجلس النواب المصري,Ahmed Abdel Moneam,≤100,1
104198795953934,أصدقاء مرضى الأورام بالشرقية,Mohamed Basher,≤100,2
103204975886755,البديوي السيد - الصفحة الرسمية,Mohamed Elbedewy,≤100,1
319044774889435,المركز الإعلامي للنائب هاني خضر,النائب هاني خضر,≤100,1
595025640685644,النائبة شيرين عبد العزيز - Sherin abdelaziz,النائبة شيرين عبد العزيز - Sherin abdelaziz,≤100,1
117197414641940,أحمد سمير - الصفحــة الرسمية,These ads ran without a disclaimer,≤100,1
112161944845807,Nevein Basiouny,Muhammad Nash'at,≤100,1
103429981452280,Hesham ElhagAly - هشام الحاج علي,Hesham Elhagaly,≤100,2
107096734501088,النائبة منى عمر عضو مجلس النواب,النائبة منى عمر عضو مجلس النواب,≤100,1
