Location name,Amount spent (MYR)
Johor,234
Kedah,162
Kelantan,≤100
Kuala Lumpur,414
Labuan,≤100
Malacca,≤100
Negeri Sembilan,≤100
Pahang,103
Penang,163
Perak,195
Perlis,≤100
Putrajaya,≤100
Sabah,210
Sarawak,247
Selangor,619
Terengganu,112
Unknown,≤100
