Location name,Amount spent (NZD)
Auckland Region,1604
Bay of Plenty Region,358
Canterbury,636
Gisborne District,≤100
Hawke's Bay,183
Manawatu-Wanganui,254
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,175
Otago,236
Southland,105
Taranaki,124
Tasman District,≤100
Unknown,≤100
Waikato,489
Wellington Region,437
West Coast,≤100
