Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,809
Bicol Region,2881
Cagayan Valley,1927
Calabarzon,19534
Caraga,1388
Central Luzon,12874
Central Visayas,4926
Cordillera Administrative Region,1040
Davao Region,2446
Eastern Visayas,2177
Ilocos Region,3012
Metro Manila,24628
Mimaropa,2212
Northern Mindanao,2496
Soccsksargen,1645
Unknown,≤100
Western Visayas,8378
Zamboanga Peninsula,3140
