Location name,Amount spent (CAD)
Alberta,4722
British Columbia,11339
Manitoba,1434
New Brunswick,1281
Newfoundland and Labrador,720
Northwest Territories,178
Nova Scotia,1503
Nunavut,111
Ontario,19890
Prince Edward Island,208
Quebec,8194
Saskatchewan,2165
Unknown,≤100
Yukon,123
