Location name,Amount spent (ZAR)
Eastern Cape,1119
Free State,689
Gauteng,3548
KwaZulu-Natal,1527
Limpopo,573
Mpumalanga,670
North West,495
Northern Cape,194
Unknown,≤100
Western Cape,5712
