Location name,Amount spent (NOK)
Akershus,3677
Aust-Agder,498
Buskerud,1408
Finnmark,361
Hedmark,982
Hordaland,2781
Møre og Romsdal,1319
Nord-Trøndelag,820
Nordland,1141
Oppland,919
Oslo,8070
Rogaland,2800
Sogn og Fjordane,497
Sør-Trøndelag,2108
Telemark,1249
Troms,1026
Unknown,≤100
Vest-Agder,1033
Vestfold,2052
Østfold,1479
