Page ID,Page name,Disclaimer,Amount spent (AOA),Number of ads in Library
101014586118927,Apkshop,Graciete De Carvalho Faustino,4615,2
107801918890922,Masfamu Angola,Masfamu Angola,1026,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,544,3
107533564200774,Editora Quitanda,These ads ran without a disclaimer,177,1
600911126984002,Insidework360,These ads ran without a disclaimer,≤100,1
101105049294796,CNN Business Arabic الاقتصادية CNN,These ads ran without a disclaimer,≤100,1
112173785152601,Bee Viable,These ads ran without a disclaimer,≤100,1
823788047675556,Call of War,These ads ran without a disclaimer,≤100,1
108187258864804,velvet_bantu,These ads ran without a disclaimer,≤100,1
2092924957605425,Solis,These ads ran without a disclaimer,≤100,1
107084005069843,Self Improvement Academy,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
422898847759660,CGTN Africa,These ads ran without a disclaimer,≤100,1
