Location name,Amount spent (TWD)
Changhua,4950
Chiayi,1052
Hsinchu,2440
Hsinchu City,4019
Hualien,1910
Kaohsiung,15727
Keelung City,2054
Kinmen,309
Lienchiang,≤100
Miaoli,2472
Nantou,2182
New Taipei City,26887
Penghu,433
Pingtung,3252
Taichung,19131
Tainan,10844
Taipei,22051
Taitung,1082
Taoyuan City,15040
Unknown,1994
Yilan,1896
Yunlin,2825
