Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,4408,21
107217383988190,מגזין אפוק,Epoch Magazine,3152,21
380816475304653,Yuval zellner - יובל צלנר,Yuval zellner - יובל צלנר,2142,15
115456451553737,יונה יהב,יונה יהב,1613,6
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1406,5
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,1403,1
1073548259341247,לובי 99,לובי 99,1180,4
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,990,5
518230731522883,Laura Wharton לורה ורטון,Laura Wharton לורה ורטון,946,5
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,934,5
117658294683078,ישראלTop5,top5israel,899,7
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,865,30
1662907067255622,איגוד הגז הטבעי,Unik,800,6
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,790,5
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",767,45
128753804569169,"עו""ד רחל פרץ גלם לראשות המועצה האזורית באר טוביה","עו""ד רחל פרץ גלם לראשות המועצה האזורית באר טוביה",729,3
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",715,12
103085619445870,ניר ברכיה משרד עורכי דין,ניר ברכיה משרד עורכי דין,675,2
130311209971965,יצחק קשת - ראש העיר שלי,יצחק קשת,668,2
204780362875106,מקור ראשון,מקור ראשון,660,50
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,618,33
113257552029689,Israel Police - משטרת ישראל,Israel Police,590,1
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,578,2
112779795076593,שי יזרעאלי - לראשות המועצה האזורית עמק יזרעאל,שי יזרעאלי - לראשות המועצה האזורית עמק יזרעאל,557,7
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,550,6
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,548,41
109242871232111,מתן בארי,מתן בארי,546,1
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,530,4
112848572066805,מחאת ההייטק,מחאת ההייטק,517,11
536794249813012,תומר גלאם - Tomer Glam,תומר גלאם - Tomer Glam,511,2
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,500,6
128834187134576,Ahmad Tibi احمد طيبي,Ahmad Tibi احمد طيبي,495,6
308048836418327,הילה שלם והתושבים - רצים לראשות העיר,הילה שלם והתושבים - רצים לראשות העיר,485,2
502039876516834,משרד המשפטים,משרד המשפטים,459,1
189543984502825,משה קונינסקי,משה קונינסקי,458,6
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,454,21
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,450,1
