Location name,Amount spent (CLP)
Antofagasta Region,680589
Araucanía Region,1317820
Arica y Parinacota Region,659379
Atacama Region,538400
Aysén Region,207084
Bío Bío Region,1969069
Coquimbo Region,1383007
Los Lagos Region,1096446
Los Ríos Region,562820
Magallanes y la Antártica Chilena Region,652286
Maule Region,1984679
O'Higgins Region,1275445
Santiago Metropolitan Region,9364769
Tarapacá Region,628799
Unknown,1514
Valparaíso Region,4508640
