Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
102199795319206,Pablo Marçal Oficial,These ads ran without a disclaimer,40786,44
301774903545521,Brasil Paralelo,Brasil Paralelo,39519,326
425215080864180,Pfizer Brasil,Pfizer,18741,14
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,13663,328
141627992572943,Budweiser,Ambev,11928,4
145608108896911,Frente Parlamentar da Agropecuária - FPA,Frente Parlamentar da Agropecuária,7985,32
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,6418,5
416907625028840,Governo do Estado de Minas Gerais,Governo de Minas Gerais,6181,5
113507215403008,Câmara Municipal de São Paulo,Câmara Municipal de São Paulo,5381,35
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,4063,72
159103797542,Greenpeace Brasil,Greenpeace Brasil,4033,190
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,3528,90
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",2263,8
104238497915363,Dr. Fernando Máximo,Fernando Rodrigues Maximo,1861,51
255804437808407,Vale,Gustavo Ferreira,1800,2
101189854802059,Revista Oeste,Revista Oeste,1731,18
157964194719,Enel Clientes Brasil,Enel Brasil,1512,7
239665829565195,Cidade de São Paulo,Pago por Prefeitura de SP,1510,40
843985505628610,Órigo Energia,Órigo Energia,1480,4
239977579362882,Blue3,Blue3 Investimentos,1208,5
115931765148387,Assembleia Legislativa de Minas Gerais,Assembleia Legislativa Do Estado De Minas Gerais,1145,8
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,1137,45
176740279057602,CDL De Belo Horizonte,CAMARA DE DIRIGENTES LOJISTAS DE BELO HORIZONTE,1104,6
103049939296677,Paulo Santiago,Approved Empreendimentos Digitais,1059,10
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,985,5
483630874998954,Mauro Mendes,Mauro Mendes Ferreira,971,15
197698930267127,Alana,Instituto Alana,922,94
104738421003389,InvestNews BR,Easynvest,883,28
103222252564490,Método de Aprovação,SCIREJUS APLICATIVOS JURIDICOS LTDA,881,84
114150477943968,Isabelle Pereira,These ads ran without a disclaimer,864,1
367980806622995,Bruna Furlan Deputada Estadual,Bruna Furlan,812,32
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",803,20
131844590198876,Prefeitura de Porto Alegre,Prefeitura Municipal de Porto Alegre,714,4
145247469014742,Prefeitura do Rio de Janeiro,PREFEITURA DA CIDADE DO RIO DE JANEIRO - PCRJ,693,8
113165042099382,Brasil 61,Brasil 61,671,37
218908215124901,"Coalizão Brasil Clima, Florestas e Agricultura","Instituto de Apoio à Coalizão Brasil Clima, Florestas e Agricultura",669,8
520803328039440,Recicla Sampa,Eco Urbis e Loga,625,50
7970426802,WWF-Brasil,WWF-Brasil,588,63
658891374205847,Prefeitura de Maringá,Prefeitura de Maringá,585,7
128802790469337,Todos Pela Educação,Todos Pela Educação,584,2
515514761825666,Prefeitura de Curitiba,Prefeitura Municipal de Curitiba,577,12
167035830067775,Prefeitura de Canoas,PREFEITURA DE CANOAS,555,6
1578235319127195,Seiko Brasil,ORIENT RELOGIOS DA AMAZONIA LTDA,553,25
314916388685112,Deputado Val Ceasa,Roosevelt Barcelos,494,2
330379553673497,Oxfam Brasil,Oxfam Brasil,489,101
