Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
265843867173714,La Revista,La Revista,7129,6
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,6234,2
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,4988,6
117476041631671,AmCham Costa Rica,AmCham Costa Rica,4433,2
450806748585319,María Marta Carballo Diputada,Gabriela De Los Angeles Marin Quijano,3927,2
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1108,1
102851155670931,mUEve,mUEve,1036,4
551702751562792,Manteles Alquileres Deluxe C.R,These ads ran without a disclaimer,1022,1
116150003163125,Fundación Pollitos de Hierro - Ayuda a niños con cáncer - Costa Rica,Fundación Pollitos de Hierro,469,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
268188644057058,Global Technologies and Supplies SA de CV,These ads ran without a disclaimer,≤100,2
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
102497746096944,WiN FUND,These ads ran without a disclaimer,≤100,1
103438711696898,Angelo Caltagirone - Meridiano Music,These ads ran without a disclaimer,≤100,1
104993792511414,DailyWolf,These ads ran without a disclaimer,≤100,2
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
