Location name,Amount spent (JPY)
Aichi Prefecture,58883
Akita Prefecture,2049
Aomori Prefecture,2902
Chiba Prefecture,17997
Ehime Prefecture,3381
Fukui Prefecture,1930
Fukuoka Prefecture,47268
Fukushima Prefecture,3314
Gifu Prefecture,4529
Gunma Prefecture,3997
Hiroshima Prefecture,7255
Hokkaido,11765
Hyōgo Prefecture,17920
Ibaraki Prefecture,7093
Ishikawa Prefecture,2934
Iwate Prefecture,2233
Kagawa Prefecture,2564
Kagoshima Prefecture,3168
Kanagawa Prefecture,44867
Kumamoto Prefecture,6005
Kyoto Prefecture,10840
Kōchi Prefecture,1368
Mie Prefecture,4018
Miyagi Prefecture,12837
Miyazaki Prefecture,2337
Nagano Prefecture,5071
Nagasaki Prefecture,5348
Nara Prefecture,3857
Niigata Prefecture,4409
Okayama Prefecture,5118
Okinawa Prefecture,7289
Osaka Prefecture,38014
Saga Prefecture,17869
Saitama Prefecture,19490
Shiga Prefecture,4105
Shimane Prefecture,3618
Shizuoka Prefecture,11748
Tochigi Prefecture,3955
Tokushima Prefecture,1372
Tokyo,116143
Tottori Prefecture,1089
Toyama Prefecture,2234
Wakayama Prefecture,2134
Yamagata Prefecture,1945
Yamaguchi Prefecture,2625
Yamanashi Prefecture,2579
Ōita Prefecture,5197
