Location name,Amount spent (TWD)
Changhua,7798
Chiayi,2178
Hsinchu,3318
Hsinchu City,6121
Hualien,2816
Kaohsiung,26092
Keelung City,3034
Kinmen,451
Lienchiang,≤100
Miaoli,3600
Nantou,2879
New Taipei City,44433
Penghu,644
Pingtung,5227
Taichung,30380
Tainan,16910
Taipei,35468
Taitung,2226
Taoyuan City,26285
Unknown,3799
Yilan,2775
Yunlin,4421
