Location name,Amount spent (ARS)
Buenos Aires,1711054
Catamarca,47197
Chaco,115089
Chubut,155596
Ciudad Autónoma de Buenos Aires,555666
Corrientes,94834
Córdoba,2594310
Entre Rios,131322
Formosa,42638
Jujuy,58402
La Pampa,98488
La Rioja,29079
Mendoza,214421
Misiones,79201
Neuquén,291496
Río Negro,75892
Salta,235633
San Juan,104346
San Luis,81614
Santa Cruz,16700
Santa Fe,513644
Santiago del Estero,25383
Tierra del Fuego,159898
Tucuman,100429
Unknown,269
