Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,728
Bicol Region,5307
Cagayan Valley,2764
Calabarzon,21528
Caraga,3672
Central Luzon,13933
Central Visayas,7937
Cordillera Administrative Region,1299
Davao Region,3932
Eastern Visayas,3516
Ilocos Region,6645
Metro Manila,30543
Mimaropa,2419
Northern Mindanao,6079
Soccsksargen,2853
Unknown,≤100
Western Visayas,6819
Zamboanga Peninsula,4079
