Location name,Amount spent (ARS)
Buenos Aires,1950661
Catamarca,48623
Chaco,148800
Chubut,82156
Ciudad Autónoma de Buenos Aires,494766
Corrientes,62145
Córdoba,1933667
Entre Rios,173846
Formosa,29632
Jujuy,160290
La Pampa,113733
La Rioja,21419
Mendoza,111632
Misiones,117513
Neuquén,429270
Río Negro,63786
Salta,480069
San Juan,110520
San Luis,124712
Santa Cruz,14719
Santa Fe,660116
Santiago del Estero,19858
Tierra del Fuego,69050
Tucuman,99978
Unknown,238
