Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,15999,4
74969168478,Sjálfstæðisflokkurinn í Hafnarfirði,Sjálfstæðisflokkurinn í Hafnarfirði,9099,2
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,6606,47
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,5475,3
250725931675,Forsætisráðuneytið,Forsætisráðuneytið,4961,2
405625165041,Reykjavíkurborg,Reykjavíkurborg,3307,3
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,3124,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,3090,4
152804904889,Samfylkingin,Samfylkingin,1984,2
226420604114883,Akureyrarbær,Akureyrarbær,1925,1
154893001218870,ADHD samtökin,ADHD samtökin,1703,5
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,1071,1
439162066281959,Fulltrúaráð sjálfstæðisfélaganna í Rangárvallasýslu,Fulltrúaráð sjálfstæðisfélaganna í Rangárvallasýslu,821,2
153705438660098,Þórdís Lóa,Þórdís Þórhallsdóttir,809,2
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,629,1
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,588,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,570,1
143109705880676,Framsókn í Mosfellsbæ,Framsóknarfélag Mosfellsbæjar,519,1
423451321043674,Vinstrihreyfingin - grænt framboð,Vinstrihreyfingin - grænt framboð,377,1
2418643321715898,Daily Stickers,These ads ran without a disclaimer,≤100,1
101388509327100,Extra famous,These ads ran without a disclaimer,≤100,2
478297078923452,Big Easy Believer,These ads ran without a disclaimer,≤100,2
101749628198714,Promova,These ads ran without a disclaimer,≤100,1
105986175239619,Sea Creature Love,These ads ran without a disclaimer,≤100,2
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100,2
100525605800075,Meet and Greet,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
104571188687767,Chill Read,These ads ran without a disclaimer,≤100,1
100408139141307,Concerts Lovers,These ads ran without a disclaimer,≤100,1
104160934265925,State of Denmark,These ads ran without a disclaimer,≤100,1
104486655940904,zerowastezen1,These ads ran without a disclaimer,≤100,1
101922875434564,Road to Vintage - Music,These ads ran without a disclaimer,≤100,1
106824494733100,Simbaly - Lifestyle,These ads ran without a disclaimer,≤100,1
