Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,504
Bicol Region,2720
Cagayan Valley,2154
Calabarzon,10593
Caraga,1182
Central Luzon,7132
Central Visayas,5190
Cordillera Administrative Region,862
Davao Region,2357
Eastern Visayas,2334
Ilocos Region,3389
Metro Manila,16916
Mimaropa,2178
Northern Mindanao,3948
Soccsksargen,1860
Unknown,≤100
Western Visayas,8154
Zamboanga Peninsula,2003
