Location name,Amount spent (JPY)
Aichi Prefecture,97599
Akita Prefecture,2131
Aomori Prefecture,1920
Chiba Prefecture,19182
Ehime Prefecture,2401
Fukui Prefecture,2928
Fukuoka Prefecture,34374
Fukushima Prefecture,3489
Gifu Prefecture,8039
Gunma Prefecture,5425
Hiroshima Prefecture,5009
Hokkaido,9296
Hyōgo Prefecture,20753
Ibaraki Prefecture,7356
Ishikawa Prefecture,4141
Iwate Prefecture,2617
Kagawa Prefecture,2402
Kagoshima Prefecture,4511
Kanagawa Prefecture,37292
Kumamoto Prefecture,4851
Kyoto Prefecture,11042
Kōchi Prefecture,1262
Mie Prefecture,5298
Miyagi Prefecture,10773
Miyazaki Prefecture,2134
Nagano Prefecture,4791
Nagasaki Prefecture,8401
Nara Prefecture,4056
Niigata Prefecture,5472
Okayama Prefecture,4975
Okinawa Prefecture,6761
Osaka Prefecture,85665
Saga Prefecture,3893
Saitama Prefecture,18333
Shiga Prefecture,5211
Shimane Prefecture,1355
Shizuoka Prefecture,10485
Tochigi Prefecture,5190
Tokushima Prefecture,1464
Tokyo,75288
Tottori Prefecture,1050
Toyama Prefecture,3231
Unknown,≤100
Wakayama Prefecture,3042
Yamagata Prefecture,2743
Yamaguchi Prefecture,2786
Yamanashi Prefecture,1882
Ōita Prefecture,3190
