Page ID,Page name,Disclaimer,Amount spent (THB),Number of ads in Library
101673076131930,พรรคเปลี่ยน,พรรคเปลี่ยน,59626,36
127610057890,KBank Live,KBank Live,20428,12
108261230583781,เอิร์ธ พงศกร ขวัญเมือง - Earth Pongsakorn Kwanmuang,เอิร์ธ พงศกร ขวัญเมือง - Earth Pongsakorn Kwanmuang,12584,11
681918321922813,ดร.ตั้น กฤชนนท์ อัยยปัญญา,ดร.ตั้น กฤชนนท์ อัยยปัญญา,12535,12
1973111156281141,กอล์ฟ อัครนันท์ กัณณ์กิตตินันท์,Akaranun Khankittinan,9970,4
161651553861945,Amnesty International Thailand,Amnesty International Thailand,9080,1
105421542338383,คนรุ่นใหม่ ใจรักลุงตู่,Dunyawat  Bamrungchan,8369,23
109239188766815,ดร. วิทยา อินาลา พรรคไทยพร้อม,Klod Sawadputsra,7317,5
149079361791677,พรรคเพื่อไทย,พรรคเพื่อไทย,7112,3
157659344260788,จุรินทร์ ลักษณวิศิษฏ์ Aoodda,Jurin Laksanawisit,7079,17
234345809961492,อดีต ส.ส.จ๋า - วชิราภรณ์ กาญจนะ,อดีต ส.ส.จ๋า - วชิราภรณ์ กาญจนะ,6431,12
105546651850693,วีรนันท์ ฮวดศรี-Weeranan Huadsri-ทนายป๊อก,Weeranan Huadsri,5875,18
111067427367211,กิตติพล รวยฟูพันธ์ เบอร์ 14 ผู้สมัคร สส เขตทุ่งครุ ราษฎร์บูรณะ พรรคเพื่อไทย,กิตติพล รวยฟูพันธ์ เบอร์ 14 ผู้สมัคร สส เขตทุ่งครุ ราษฎร์บูรณะ พรรคเพื่อไทย,5034,2
414100949350619,ณัฐนันท์ กัลยาศิริ - ทนายบอน,ณัฐนันท์ กัลยาศิริ,4917,9
100240152175449,ป้าโส FC by Tacina,Dunyawat  Bamrungchan,4805,93
112332525119611,เอกภาพ หงสกุล ผู้สมัคร ส.ส.พรรคเพื่อไทย เขตสายไหม,เอกภาพ หงสกุล ผู้สมัคร ส.ส.พรรคเพื่อไทย เขตสายไหม,4793,13
102807719039442,พรรครวมไทยสร้างชาติ United Thai Nation Party,พรรครวมไทยสร้างชาติ United Thai Nation Party,4611,13
264065496937763,My Chavapol (ชวพล วัฒนพรมงคล),My Chavapol (ชวพล วัฒนพรมงคล),4202,5
112953064222988,อั๋น ภูวดล วงษ์โสภณากุล,อั๋น ภูวดล วงษ์โสภณากุล,4159,3
626952517700280,ลิ้ม ศรัณยสัณฑ์ วีรกุลสุนทร ว่าที่ผู้สมัคร ส.ส. เขตจอมทอง พรรคเพื่อไทย,ลิ้ม ศรัณยสัณฑ์ วีรกุลสุนทร ว่าที่ผู้สมัคร ส.ส. เขตจอมทอง พรรคเพื่อไทย,3978,3
972019486321939,บู้ จเด็ศ จันทรา,จเด็ด จันทรา,3914,19
104427797605274,พี่ต่อ ดร.เฉลิมชัย ศรีอ่อน “คำไหน-คำนั้น”,พี่ต่อ ดร.เฉลิมชัย ศรีอ่อน “คำไหน-คำนั้น”,3901,15
100568038658864,อธิวัฒน์ สอนเนย,Athiwat Sornnoey,3606,3
197431367819037,กลุ่มรักพิษณุโลก - บวรเดช,บวรเดช ปาล์ม หล้าแหล่ง,3284,6
137188693021815,สืบจากข่าว,สืบจากข่าว,3196,1
100281742774712,อำนาจ วิชัย พะเยา,อำนาจ วิชัย พะเยา,3057,4
101755712680612,รัก ณิชาภา โกวิทานนท์ ผู้สมัคร ส.ส.สมุทรสงคราม พรรคเพื่อไทย,รัก ณิชาภา โกวิทานนท์ ผู้สมัคร ส.ส.สมุทรสงคราม พรรคเพื่อไทย,2899,7
484830871527961,ภาควัต ศรีสุรพล ซัน พรรคเพื่อไทย,ภาควัต ศรีสุรพล ซัน พรรคเพื่อไทย,2835,6
108635927540997,เทมส์ ไกรทัศน์ - ภูเก็ต,เทมส์ ไกรทัศน์ - ภูเก็ต,2799,14
112151181255165,สมยศ พลายด้วง,Nichapha Sriwilai,2680,3
104179515944602,ประชาธิปัตย์ จันทบุรี-ตราด,Unicronet - Digital Marketing Solution,2598,32
2105350112863264,ร้อยเอก ดร.จองชัย วงศ์ทรายทอง - ผู้กองเบิร์ด,ร้อยเอก ดร.จองชัย วงศ์ทรายทอง - ผู้กองเบิร์ด,2531,23
112969264517494,เพ็ญพิสุทธิ์ จินตโสภณ - Penpisut Jintasophon,Vatcharapong Wongkom,2514,5
101466499528676,ปราณี เชื้อเกตุ,ปราณี เชื้อเกตุ,2423,20
118757751143686,อิทธิพล ชลธราศิริ - Itthiphon Chontharasiri - แบงค์ชัย,Itthiphon Chontharasiri,2281,9
113516956981172,ขจรศักดิ์ ประดิษฐาน,ขจรศักดิ์ ประดิษฐาน,2232,19
142756472518931,สุภาภรณ์ คงวุฒิปัญญา,สุภาภรณ์ คงวุฒิปัญญา,2201,5
119181906609798,หมอเฉลิมชัย กุลาเลิศ ผู้สมัคร ส.ส. พรรคก้าวไกล เขตห้วยขวาง วังทองหลาง,Chalermchai Kulalert,2107,2
108162861512775,อัครแสนคีรี โล่ห์วีระ - แสน,อัครแสนคีรี โล่ห์วีระ - แสน,2084,3
104645182578478,นิรันดร์ วัฒนศาสตร์สาธร,Supakit Ngoenkaew,1973,32
296508406790,"Democrat Party, Thailand พรรคประชาธิปัตย์","Democrat Party, Thailand พรรคประชาธิปัตย์",1925,12
177438153830567,พลอยทะเล ลักษมีแสงจันทร์,พลอยทะเล ลักษมีแสงจันทร์,1865,4
275507006405211,Padipat Suntiphada - ปดิพัทธ์ สันติภาดา,Padipat Suntiphada - ปดิพัทธ์ สันติภาดา,1824,14
841504069272304,รชตะ ซี ด่านกุล,รชตะ ด่านกุล,1816,9
100156488333982,ศุภชัย นพขำ ปทุมธานี พรรคเพื่อไทย,ศุภชัย นพขำ ปทุมธานี พรรคเพื่อไทย,1813,8
104355192139176,วิฑูร ลี้ธีระนานนท์,วิฑูร ลี้ธีระนานนท์,1805,2
