Location name,Amount spent (CLP)
Antofagasta Region,167580
Araucanía Region,211565
Arica y Parinacota Region,83200
Atacama Region,58521
Aysén Region,25686
Bío Bío Region,430110
Coquimbo Region,213891
Los Lagos Region,202119
Los Ríos Region,87038
Magallanes y la Antártica Chilena Region,51739
Maule Region,235910
O'Higgins Region,248928
Santiago Metropolitan Region,1610996
Tarapacá Region,77329
Unknown,≤100
Valparaíso Region,337499
