Location name,Amount spent (CLP)
Antofagasta Region,101868
Araucanía Region,109574
Arica y Parinacota Region,70947
Atacama Region,54478
Aysén Region,22352
Bío Bío Region,259461
Coquimbo Region,147277
Los Lagos Region,109851
Los Ríos Region,41400
Magallanes y la Antártica Chilena Region,22316
Maule Region,135731
O'Higgins Region,105512
Santiago Metropolitan Region,1018159
Tarapacá Region,51149
Unknown,≤100
Valparaíso Region,211282
