Location name,Amount spent (EUR)
Andalusia,17613
Aragón,2360
Balearic Islands,2476
Cantabria,1001
Castilla y Leon,4524
Castilla-La Mancha,3493
Cataluña,15184
Comunidad Valenciana,7651
Comunidad de Madrid,5268
Extremadura,1428
Galicia,5421
Islas Canarias,6804
La Rioja,790
Navarra,1360
País Vasco,2989
Principality of Asturias,2935
Region of Murcia,3293
Unknown,≤100
