Location name,Amount spent (NOK)
Akershus,20059
Aust-Agder,3348
Buskerud,7754
Finnmark,3688
Hedmark,6120
Hordaland,17165
Møre og Romsdal,6712
Nord-Trøndelag,3993
Nordland,10205
Oppland,5569
Oslo,26877
Rogaland,12239
Sogn og Fjordane,2396
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,11362
Telemark,5015
Troms,6692
Unknown,≤100
Vest-Agder,5630
Vestfold,6195
Østfold,8804
