Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,706
Bicol Region,4926
Cagayan Valley,2719
Calabarzon,14626
Caraga,1502
Central Luzon,8778
Central Visayas,9420
Cordillera Administrative Region,1292
Davao Region,3389
Eastern Visayas,3942
Ilocos Region,3079
Metro Manila,23233
Mimaropa,1842
Northern Mindanao,3825
Soccsksargen,2441
Unknown,≤100
Western Visayas,6363
Zamboanga Peninsula,2295
