Location name,Amount spent (USD)
Alabama,7903
Alaska,7321
American Samoa,≤100
Arizona,17011
Arkansas,5181
California,96060
Colorado,38125
Connecticut,9850
Delaware,2202
Florida,62797
Georgia,19796
Guam,≤100
Hawaii,3516
Idaho,5491
Illinois,80676
Indiana,19791
Iowa,7334
Kansas,6263
Kentucky,8085
Louisiana,9758
Maine,6055
Maryland,19161
Massachusetts,15462
Michigan,24257
Minnesota,17545
Mississippi,5000
Missouri,25623
Montana,4626
Nebraska,4370
Nevada,7842
New Hampshire,5081
New Jersey,21566
New Mexico,5497
New York,74954
North Carolina,22330
North Dakota,1726
Northern Mariana Islands,≤100
Ohio,27001
Oklahoma,9968
Oregon,12992
Pennsylvania,33491
Puerto Rico,≤100
Rhode Island,2510
South Carolina,10821
South Dakota,1530
Tennessee,19837
Texas,82663
Unknown,≤100
Utah,4976
Vermont,1824
Virgin Islands (U.S.),≤100
Virginia,22612
Washington,16762
"Washington, District of Columbia",7855
West Virginia,4262
Wisconsin,131822
Wyoming,1034
