Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
619776134722439,Secretaría Distrital de Salud,Secretaría Distrital de Salud,1283808,55
100869593353173,Universidad Tecnológica de Bolívar,Universidad tecnologica de Bolivar,1193074,7
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,866204,52
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,610280,5
123265791106615,Secretaría de Movilidad de Cali,Secretaría de Movilidad de Cali,594004,10
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro,488795,4
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,416691,2
1667797580123453,Biblioteca Pública Piloto,Biblioteca Pública Piloto de Medellín,358160,8
187347485170138,Secretaría de Hacienda del Cauca,Juan Sebastian Fuentes Campos,273989,4
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,271755,26
321789057890530,Secretaría de Movilidad,Secretaría de Movilidad,269943,9
101071764864119,Dulce Veneno,Dulce Veneno,249883,12
417060811811167,Juan David Duque García,Juan David Duque Garcia,246722,12
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,239013,2
114317847146525,Alvaro Arias Velez,TORO DIGITAL,198875,3
251292808253299,Canadian College,Canadian College,198875,18
734195543347719,Javier Julio Bejarano,Javier Julio Bejarano,155771,1
159326370815397,Alcaldía de Itagüí,Joseph Ferney Galvis Gonzalez,140667,5
273861903433499,Lourdes López Flórez,Lourdes Del Rosario Lopez Flores,131218,2
1966684743593773,Chucho Limonada,Bayron Morales Linares,96171,1
213798789191992,Partido de la U Col,Partido Social de la Unidad Nacional,92776,1
257401965136834,Carlos Marroquín Luna Diputado,Carlos Andres Marroquin Luna,90426,2
362827957704531,Marco Adrián Artunduaga Gómez,Carlos Alberto Carrillo Perez,86817,1
1004865626202028,Jaime Peña Peñaranda,Joseph Ferney Galvis Gonzalez,82460,5
629265973883892,Alcaldía de La Estrella,Melissa Cano Villegas,82041,4
108228068238348,Diego Caicedo,Diego Caicedo,80736,5
851680034864966,Proantioquia,FUNDACION PARA EL DESARROLLO DE ANTIOQUIA. ANTIOQUIA POR COLOMBIA,79237,2
137370326880859,Secretaría de Gobierno Paz y Noviolencia,Gobernación de Antioquia,63029,4
109495624881015,Carlos Acosta Juliao,Toro Digital 1972,58207,1
1622001728047397,Harman Alcalde,Harman Alcalde,57966,6
101769386141297,Congreso Nacional de Actualización Tributaria y Laboral,Julian Chuchoque,57200,1
645168172181457,Gobernación de Caldas,Eikon Digital SAS,53357,14
2280357942291111,Luis Carlos Velásquez,Luis Carlos Velásquez,53357,5
451228675708542,Luis Miguel Moises,Angelica Nathaly Sanchez Lizarazo,51239,1
482843431735019,INDER Bello,Instituto Municipal de Deporte y Recreación de Bello - INDER Bello,50872,1
170633243101916,Alexander Serrato Fonseca,Fernando Alexander Serrato Fonseca,50301,1
765302097170348,Línea Cero,Linea Cero,49841,14
1597659560553215,Colombia+20,COMUNICAN SAS EL ESPECTADOR,49560,6
966430316788791,Colombia Compra Eficiente,Digital Synergy SAS,48955,5
787232315012598,Cristian Barragán Correcha - Tol,Cristhian Andres Barragán Correcha,47680,2
403308626674838,Secretaría de Turismo,Secretaría de Turismo,47658,1
106706618968908,Contreras,Efrain Eduardo Contreras Ramirez,45630,5
1832438050403942,Amin Losada,Ginna Tatiana Piragauta Guzman,43657,3
121667137935541,Idartes,IDARTES,43471,1
201014753267112,Andrés Fernando Mesa Valencia,Andres Fernando Mesa Valencia,42473,2
108158921672438,Llener Borja,Alvaro Jose Gomez Ramirez,40936,8
1273292796093918,Nicolás Toro Muñoz,Dario Fernando Alfaro,35761,1
1823807254333065,Soy Más País,Soy Mas Pais,33757,11
108875804858437,Antimilitantes,Antimilitantes,33619,7
179003239458192,Jorge Humberto Rangel,Jorge Rangel,32353,2
181039625587544,Alcaldía de Floridablanca - Oficial,Alcaldía de Floridablanca,30672,5
100650421883650,Lucila Caicedo Bernal,Lucila Caicedo Bernal,30478,1
437833369757523,DB MEDIA,Diana Paola Bernal Rodriguez,30158,1
258948700872338,Isvimed Alcaldía de Medellín,Eikon Digital S.A.S.,24253,9
85147586731,Julio César Triana,Julio César Triana,24253,2
140451182823675,Edwin Palma Egea,Edwin Palma Egea,21220,2
2158318667815480,Nancy Henao Concejal Verde Pereira,Nancy Concejal Verde,21000,1
106125295156311,Jose Elner Gonzalez,Jose Elner Gonzalez Azcarate,20799,2
915743661945208,Alejandro Eder,Alejandro Eder,20539,1
1052668304757955,Eduard Sarmiento Hidalgo,Eduard Sarmiento Hidalgo,19447,2
113149344929527,Loly Montañez,Loly Montañez,19447,4
1431824383809561,Camilo Torres,Ivonne Mariana Torres Prada,18508,1
398583357661790,Papo Amín,Papo Amín,17611,3
108459260282,Universidad La Gran Colombia,Universidad La Gran Colombia,17504,2
2341225942579432,Edwin Marín Concejal,Edwin Fabian Marin Marin,17295,1
941293005965935,Jonny Portilla Confía Putumayo,Jonny Fernando Portilla Moncayo,16776,2
2347968758813268,Julito Romero,Julito Romero,16473,1
102106249390475,Firmeza,Firmeza,15197,1
664142747350164,Tatiana López Saldarriaga,Tatiana López Saldarriaga,14600,1
188371488749555,Mauro Marquez,Mauricio Marquez Valencia,14528,1
107214032203201,Corporación Es El Momento,Jehison Uriel Morales Chingate,13374,2
861234197280988,Stefany Gómez Concejala de Armenia,Stefany Gomez Murillo,12851,2
405939179615966,Alcaldía de Vijes,Alcaldía de Vijes,12120,1
114510821145145,Previred Popayán / Tarjeta Médica,Previred Tarjeta Médica,11619,2
1119413181474050,El Avispero Mov,Movilizatorio,11341,1
137663156763584,Edward Varon,Edward Varón,11212,1
1715521208751997,Carlos Mario Farelo Daza,Carlos Mario Farelo Daza,10793,1
468683789980124,Joao Herrera,José Joao Herrera Iranzo,10641,3
571909563291966,Dagoberto Tejada Torres,Dagoberto Tejada Torres,10315,1
102249245462577,Secretaría de Hacienda de Manizales,Eikon Digital S.A.S.,10140,7
466445923412524,Miguel Ángel Barreto,Joshua Escobar Rengifo,9862,2
1988052664633312,Maria Fernanda Hidalgo,Edwin Narváez Suarez,9824,1
813793875378684,Bambalinas Co,Bambalinas Co,9749,2
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,9397,5
549227702254644,Arauca 24/7 Noticias,Impulso Digital,9118,1
106106338492581,Pacto Histórico Juvenil,Pacto Histórico Juvenil,9015,1
1755642584683879,Camilo Valencia Por Cajamarca,Space Marketing Sas,8857,1
108259621534009,Carlos Bonces,Marco Aurelio Castellanos Flores,8484,1
104194058046531,Omar Enrrique Ortega,Omar Enrrique Ortega,8220,2
103529342346614,Juan Andrés Ruiz Frutos,Juan Andres Ruiz Frutos,7797,1
109244682035411,Primero el empleo,Camilo Alfredo Vieco Merlano,7770,5
104969865721375,Profes.movimientociudadano,John Bazurto,7530,2
104542552452795,Shirley Charris,Shirley Patricia Charris Lopez,7331,1
105459022029789,Luis Gregorio Moreno Mosquera,Luis Gregorio Moreno Mosquera,6574,1
204435366254477,IETA - Instituto de Estudios Técnicos Aeronáuticos,William Guillermo Delgado Lopez,6422,1
237316706446146,Alianza Francesa de Pereira,Alianza Francesa de Pereira,6349,1
194315573916010,Norma Hurtado Sanchez,Norma Hurtado Sanchez,6176,1
100319211712051,Walter Salas,Walter Manuel Salas Quinto,6144,1
102989649235911,PIC Guainía 2022,Juanita Valentina Cuellar Carvajal,5777,10
1961087004115019,Zijin-Continental Gold Colombia,Zijin-Continental Gold,5247,1
107787104895388,La Ópttica Popayán,La Óptica Popayán,5004,1
191210184867688,Julián Serna Concejal,Julian Andres Serna Ruíz,5001,1
130913580922547,Página: Faiber Tamayo su Concejal,José Faiber Tamayo Mendez,4986,1
1417911218305903,Daniel Mauricio Restrepo Izquierdo,Daniel Mauricio Restrepo Izquierdo,4974,1
1448426092057311,El PIBE Sabaneta Concejal,El PIBE Sabaneta Concejal,4948,2
307952930086094,Boyacá Visible,Comunitic sas,4942,1
643513979193133,Unidos por Beatriz,Neuma,4804,2
1529335724037224,Aeropuerto del Café,INTUAL,4785,1
1791953117701952,Villavonoticias.com,Dumar Alecides Parra Fandiño,4677,1
351633895540830,Cristhian Fernandez Concejal,Cristhian Camilo Fernandez Morales,3837,1
243175276210228,Erick Mauricio Sánchez,Erick Mauricio Sánchez Moreno,3577,1
317121325155720,Sin Editar,Oscar Orlando Borja Moreno,3104,1
351159188879266,Fabian Camilo Rojas,Fabian Camilo Rojas Barrera,2463,1
418155555015037,Germán Escobar Cundinamarca,German Mauricio Escobar,2347,1
1751427814916453,Juan Carlos Vargas,Dainer Esneider Marin Castillo,1615,1
832088667125644,Andres Trujillo,Andres Ivan Trujillo Sanchez,1596,1
2339056213025539,Concejal juan rivera,Giselle Borda Escobar,1160,2
740154089699095,Yuli Animalista,Cristian Sanchez Caicedo,1150,1
1896813010334035,Secretaría de Educación de Barranquilla,Joseph Ferney Galvis Gonzalez,582,1
867889593292760,Empocaldas,INTUAL,≤100,1
315282568581263,Plancha 6 Eleccion  de Delegados Coomeva 2022,Héctor Isaac Verjel Carrascal,≤100,2
101158816191470,T1215-6,These ads ran without a disclaimer,≤100,1
110584791401665,GeneZation Show,These ads ran without a disclaimer,≤100,2
104980492469454,T1215-4,These ads ran without a disclaimer,≤100,1
918318338180165,CHINT GROUP,These ads ran without a disclaimer,≤100,1
100462962891122,M-read-12,These ads ran without a disclaimer,≤100,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,≤100,1
492984144218541,Morning Worship Moment,These ads ran without a disclaimer,≤100,1
112220134851421,Under the Sisterhood,These ads ran without a disclaimer,≤100,1
105257432441286,T1215-7,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,1
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,4
118981582262,Sid Roth's It's Supernatural,These ads ran without a disclaimer,≤100,1
