Location name,Amount spent (EUR)
Aveiro District,≤100
Azores,≤100
Beja District,≤100
Braga District,108
Braganca,≤100
Castelo Branco District,≤100
Coimbra District,102
Faro District,≤100
Guarda District,≤100
Leiria District,164
Lisbon District,373
Madeira,≤100
Portalegre District,≤100
Porto District,262
Santarém District,117
Setúbal District,121
Unknown,≤100
Viana do Castelo District,≤100
Vila Real District,≤100
Viseu District,≤100
Évora District,≤100
