Location name,Amount spent (EUR)
Aruba,≤100
"Bonaire, Sint Eustatius and Saba",≤100
Curaçao,≤100
Drenthe,1630
Flevoland,1474
Friesland,1976
Gelderland,4503
Groningen,1709
Limburg,3946
Noord-Holland,7711
North Brabant,8066
Overijssel,3134
Sint Maarten,≤100
Unknown,≤100
Utrecht,2958
Zeeland,1074
Zuid-Holland,8418
