Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
311627208673,WWF UK,WWF UK,8089,76
10677003998,Shelter,Shelter,7942,279
102639461303190,Fair Pay For All,Fair Pay For All,6203,223
7715002593,UNICEF UK,Unicef UK,6108,27
97708339756,Action for Children,Action for Children,4553,62
220543443746,International Rescue Committee - UK,International Rescue Committee UK,3787,118
7624294394,Amnesty International UK,Amnesty International UK,3113,123
30349161852,Eden Project,Eden Project,2587,8
21242962092,ClientEarth,ClientEarth,2264,77
353224381469808,ifaw,IFAW,2036,32
514212165305248,Leigh Day,Leigh Day,2032,51
208573062515662,Freedom from Torture,Freedom from Torture,1924,125
722939897742608,The Co-operative Bank,The Co-operative Bank,1645,23
799576543492660,The Week Junior,The Week Junior,1641,85
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1465,2
7527864602,WaterAid UK,WaterAid UK,1296,66
117476785190,Save the Children UK,Save the Children UK,1274,57
260012884055691,Metropolitan Police Service,Metropolitan Police Service,1248,31
37981137361,The Children's Society,The Children's Society,1213,79
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1163,10
35671512696,World Animal Protection UK,World Animal Protection UK,1160,34
13047522725,Crimestoppers,Crimestoppers,1073,116
121936349543,World Vision UK,World Vision UK,1048,30
348366988862054,Oxfam Campaigns,Oxfam Great Britain,1008,1
7715002593,UNICEF UK,UNICEF UK with Facebook Ad Credits,916,6
158077247591710,Refuge,Refuge,876,49
117509421272,St Mungo's,St Mungo's,873,59
216441838710642,Women's Aid Federation Northern Ireland,Women’s Aid Federation Northern Ireland,852,1
165099760197787,Welsh Government,Welsh Government,832,209
39605200520,ActionAid UK,ActionAid UK,816,47
241312696375349,National Education Union,National Education Union,777,3
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,752,24
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,751,27
13533633585,National Trust,National Trust,745,2
268801635305,Breast Cancer Now,Breast Cancer Now,742,8
114897779919277,Womendealingwithdebt.com,These ads ran without a disclaimer,706,5
246872175166,Action Against Hunger UK,Action Against Hunger UK,655,89
7214031395,Oxfam Great Britain,Oxfam Great Britain,649,23
177855115588808,The Week UK,The Week UK,644,34
1613092172114946,DWP Digital,Department for Work and Pensions,637,4
1660600037490738,Guardian Labs,Guardian Labs,636,32
116625838402686,FareShare,FareShare,616,60
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),578,42
101558386889,Shelter Scotland,Shelter Scotland,546,88
47612991154,Dignity in Dying,Dignity in Dying,542,15
6233536938,War Child UK,War Child UK,521,57
101958682650112,ESG UK,Energy Saving Grants,509,76
290498754454402,European Movement UK,European Movement UK,489,5
1645963095654688,Healthier Scotland,The Scottish Government,488,10
18044497940,Plan International UK,Plan International UK,454,60
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,409,7
490007667679401,Hugh James,Hugh James,407,6
7783116506,Animals Asia,These ads ran without a disclaimer,402,10
34341434454,Comic Relief,Comic Relief,399,6
308291623138631,Eco Footprint,Richard Lee Hughes,398,1
59304777880,YMCA England & Wales,YMCA England & Wales,395,23
6040534532,One Acre Fund,One Acre Fund,374,7
698773137204706,Give My View,Built-ID,366,10
106946654868342,Water's Worth Saving,Water UK,365,89
8539814909,International Animal Rescue,International Animal Rescue with Facebook Ad Credits,359,14
108951391565231,Help to Heat,Huw John Llewellyn,353,15
1046117708754519,Care4Calais,Care4Calais,343,30
97116898596,Sightsavers,Sightsavers,333,8
