Location name,Amount spent (CHF)
Aargau,284
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,326
Basel-Landschaft,121
Bern,641
Canton of Geneva,1929
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,555
Fribourg,123
Graubünden,121
Jura,≤100
Luzern,1060
Neuchâtel,≤100
Schaffhausen,104
Schwyz,≤100
Solothurn,≤100
Thurgau,181
Ticino,690
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,165
Zug,≤100
Zürich,942
