Location name,Amount spent (CAD)
Alberta,5794
British Columbia,10544
Manitoba,1012
New Brunswick,1209
Newfoundland and Labrador,807
Northwest Territories,186
Nova Scotia,1356
Nunavut,105
Ontario,19513
Prince Edward Island,184
Quebec,7592
Saskatchewan,2220
Unknown,≤100
Yukon,118
