Location name,Amount spent (VEF)
Amazonas,285121
Anzoátegui,39763595
Apure,1092565
Aragua,8456116
Barinas,1980541
Bolívar (state),11085127
Capital District,25017645
Carabobo,8789260
Cojedes,750052
Delta Amacuro,317617
Falcón,1938367
Guárico,1740508
Lara,5198533
Miranda (state),7558372
Monagas,1607798
Mérida,7549507
Nueva Esparta,1725035
Portuguesa,2245578
Sucre,1517958
Trujillo,1661209
Táchira,4670723
Unknown,≤100
Vargas,26087433
Yaracuy,1533285
Zulia,118100073
