Location name,Amount spent (ARS)
Buenos Aires,815589
Catamarca,42465
Chaco,85215
Chubut,54780
Ciudad Autónoma de Buenos Aires,141202
Corrientes,28007
Córdoba,1584098
Entre Rios,61644
Formosa,20374
Jujuy,10193
La Pampa,48233
La Rioja,17298
Mendoza,33689
Misiones,41632
Neuquén,123286
Río Negro,26483
Salta,77422
San Juan,31081
San Luis,61403
Santa Cruz,8109
Santa Fe,405835
Santiago del Estero,12155
Tierra del Fuego,82064
Tucuman,46101
Unknown,≤100
