Location name,Amount spent (MYR)
Johor,538
Kedah,255
Kelantan,165
Kuala Lumpur,1272
Labuan,≤100
Malacca,123
Negeri Sembilan,227
Pahang,383
Penang,249
Perak,298
Perlis,≤100
Putrajaya,≤100
Sabah,360
Sarawak,467
Selangor,2126
Terengganu,162
Unknown,≤100
