Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,3675,3
444392138940597,"Intellecta - Ráðgjöf, ráðningar, rannsóknir",These ads ran without a disclaimer,3514,1
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,2683,3
152804904889,Samfylkingin,Samfylkingin,2414,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,2372,2
900088800059077,Ugla útgáfa,These ads ran without a disclaimer,1618,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,1225,2
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,874,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,855,1
1418595571798598,17. júní í Mosfellsbæ,These ads ran without a disclaimer,649,1
106979180938014,Samstöðin,Samstöðin ehf,449,1
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,414,2
317158175535179,BitLife,These ads ran without a disclaimer,229,2
154893001218870,ADHD samtökin,ADHD samtökin,164,1
166802253467224,Ung vinstri græn - UVG,Ung vinstri græn - UVG,135,1
148872571795434,Viðskiptaráð Íslands,Viðskiptaráð Íslands,101,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,11
106270215428,Wix,These ads ran without a disclaimer,≤100,1
136088969880141,AirHelp,These ads ran without a disclaimer,≤100,1
114596908322776,Hовости Eвропы,These ads ran without a disclaimer,≤100,1
1505333196415332,Côte d'Azur - школа французької мови,These ads ran without a disclaimer,≤100,1
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,1
9179830029,Queen Mary University of London,These ads ran without a disclaimer,≤100,1
292907060825197,Lucidious,These ads ran without a disclaimer,≤100,1
