Location name,Amount spent (CLP)
Antofagasta Region,315190
Araucanía Region,360443
Arica y Parinacota Region,79656
Atacama Region,124885
Aysén Region,44132
Bío Bío Region,829569
Coquimbo Region,316030
Los Lagos Region,274841
Los Ríos Region,135107
Magallanes y la Antártica Chilena Region,64255
Maule Region,396814
O'Higgins Region,311938
Santiago Metropolitan Region,3767484
Tarapacá Region,88929
Unknown,1370
Valparaíso Region,794399
