Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
101875098313543,Andel,Andel,30310,16
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,24334,8
59143726810,Psykiatrifonden,Psykiatrifonden,10101,10
12860228293,Politiken,Politiken,7909,64
65929129383,Røde Kors,Røde Kors,7164,62
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,4806,34
399210657232918,PlanBørnefonden,PlanBørnefonden,4742,31
26458152911,SOS Børnebyerne,SOS Børnebyerne,4354,36
250994288337708,Sex og Samfund,Sex og Samfund,4280,22
55365680705,Greenpeace Danmark,Greenpeace Danmark,3541,31
116269191760882,DSB,DSB,3446,6
108041771950114,Danmarksdemokraterne,Danmarksdemokraterne,2944,8
122074554119,EU Social,EU Social,2845,7
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,2651,13
110321008383861,Red Barnets landsindsamling,Red Barnet,2538,132
924692171033381,"UNHCR, FN’s Flygtningeorganisation",These ads ran without a disclaimer,2411,1
12787473132,Berlingske,Berlingske,2089,16
671022293105597,Alex Vanopslagh,Alex Vanopslagh,1989,16
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),1930,10
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,1879,15
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1750,64
41459763029,Socialdemokratiet,Socialdemokratiet,1513,13
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1435,7
72672361910,Børns Vilkår,Børns Vilkår,1367,6
126543540781090,Ældre Sagen,Ældre Sagen,1324,34
459641371068935,Forenet Kredit,Forenet Kredit,1317,2
154415494575789,IDA,IDA,1290,5
304554445813,Videncentret Bolius,Videncentret Bolius,1279,14
144965885963,Oxfam Danmark,Oxfam Danmark,1255,3
133707013355759,Danner,Danner,1211,1
867877683280051,Weekendavisen,Weekendavisen,1189,13
320982581296484,TV 2 Play,TV 2 Danmark A/S,1149,1
359674067377201,BUPL,BUPL,1092,6
36664432940,Amnesty International Danmark,Amnesty International Danmark,980,12
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,977,1
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,918,8
49348971479,Pia Olsen Dyhr,SF,891,1
102154048301476,Lederstof.dk,Lederne,826,28
105511328705392,HØRT,Børns Vilkår,825,7
104414898912918,GOTO Sønderborg,GOTO Sønderborg,818,2
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,817,1
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,778,3
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,768,14
369336273158091,Land of Hope,Land of Hope,723,14
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,717,5
142831282424266,Åbent Landbrug,Landbrug & Fødevarer,691,10
304554445813,Videncentret Bolius,Bolius,685,3
141343589252160,Dansk Industri - DI,Dansk Industri,680,1
437410226312057,Københavns Kommune,Københavns Kommune,649,5
167891603415958,Lederne,Lederne,603,6
748887235210811,Obton Forvaltning A/S,Obton A/S,593,7
20303574131,Nationalmuseet,Nationalmuseet,565,34
146458868730806,ROSE - Dansk kylling siden 1952,HKScan Denmark A/S,509,15
21465928829,"Venstre, Danmarks Liberale Parti","Venstre, Danmarks Liberale Parti",497,6
1405355586351630,Carlsbergfondet,Carlsbergfondet,491,3
246977185497434,Plastic Change,Plastic Change,489,16
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,463,2
287306323369,Børnecancerfonden,Børnecancerfonden,420,2
130388840342741,Danske Bank,Danske Bank,394,5
657491824390744,Spring Copenhagen,Spring Copenhagen,384,20
529124290474705,Nikolaj Villumsen,Enhedslisten,377,1
314676938743,DM din akademiske fagforening,DM,363,8
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,342,2
1704424023182897,Politiken Historie,Politiken Historie,335,14
182121298931589,Odense Kommune,Odense Kommune,291,2
107898832590939,European Commission,European Commission,291,2
852608988134698,Tikko,Tikko,277,10
880444655649267,Rasmus Steenberger,Rasmus Steenberger,263,6
181330585392156,Skattestyrelsen,Skattestyrelsen,240,1
264009771074617,Niels Fuglsang,Niels Fuglsang,201,7
356520931077196,Europabevægelsen,Europabevægelsen,197,5
186645960378,Danwatch,Danwatch,189,7
239624940212,HK Kommunal,HK Kommunal,184,1
185888988175423,Netavisen Pio,These ads ran without a disclaimer,184,1
257480614286065,Den Sorte Diamant - Det Kgl. Bibliotek,Det Kgl. Bibliotek,170,1
