Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
114601521910,Jorge Aldana,Jorge  Aldana,2231,2
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,986,2
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,706,1
104599735671754,Goberna Honduras,Goberna Honduras,680,9
491553204198958,Revistazo.com,Revistazo.com,197,5
107952642129360,Por una Corte Imparcial con Justicia Social,Delmy Saray Caballero Zelaya,≤100,1
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,3
2022735517949062,Municipalidad La LABOR,These ads ran without a disclaimer,≤100,1
319739671441859,Floripa Mil Grau,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,2
1900502890185321,MMA Fighter,These ads ran without a disclaimer,≤100,1
107829071538479,Daily Tales,These ads ran without a disclaimer,≤100,1
105073207967492,CTG Perú,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
135799599823455,Arboricultural Association,These ads ran without a disclaimer,≤100,2
101769325674257,naseartsconsortium,These ads ran without a disclaimer,≤100,1
