Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,18866,120
693907914395620,良杯製所 Oolab,良杯製所 Oolab,16329,7
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),14342,37
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,7365,8
569626243213799,生鮮時書,生鮮時書,6873,9
215213505975,FUNDAY英語教育,FUNDAY英語教育,6755,8
105864701769057,瑞馳智庫學院,瑞馳智庫股份有限公司,6652,4
104499778172400,臺灣雷伊漢勒世界公民中心,臺灣雷伊漢勒世界公民中心,6313,19
106801464127093,目目非營利 MUVE NPO,目目非營利,5917,9
101046209392101,新事貸-新鑫特優經銷商,新事貸-新鑫特優經銷商,5515,1
177161918975981,基督教芥菜種會,基督教芥菜種會,4924,23
179608846121604,富達投信 Fidelity International - Taiwan,富達投信 Fidelity International - Taiwan,4547,2
1436850183290438,One-Forty,One-Forty,2679,6
186481601366595,天和鮮物,These ads ran without a disclaimer,2643,1
286487218798,遠見雜誌,遠見雜誌,2418,5
628210660663641,自由時報地產天下,自由時報地產天下,2211,3
211730475524462,大陸委員會,大陸委員會,2165,4
215213505975,FUNDAY英語教育,These ads ran without a disclaimer,2141,25
465616346853075,RE-THINK 重新思考,RE-THINK 重新思考,2088,11
104624290080479,張育美,翊斌黃,1936,5
1649523455281990,遠山呼喚,遠山呼喚,1915,7
1537741526464370,桃園市議長邱奕勝,奕勝 邱,1834,5
390569611008641,願景工程基金會 Vision Project,願景工程基金會,1728,32
850754301947812,鏡新聞,鏡新聞,1664,5
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,1508,2
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,1443,3
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,1417,31
1649151078446134,卓冠廷,冠廷卓,1359,18
267210596804238,啟德機械起重工程-股公司,鈺梅蔡,1229,3
219315794887869,聯合報,聯合報股份有限公司,1229,6
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,1188,4
200363073753153,彩虹平權大平台,彩虹平權大平台,1178,1
322447507832934,文茜的世界周報 Sisy's World News,文耀胡,1129,1
218662974825481,王惠美,王惠美,1070,3
125386714156073,天使心家族社會福利基金會,天使心家族社會福利基金會,968,6
127628276929,天下雜誌,天下雜誌,961,28
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,950,11
100971679482122,2222-《未來選擇地》,These ads ran without a disclaimer,916,2
106118168971467,債務人權益協會 扣薪 協商 更生 清算,傢宇 吳,862,1
158025223269,今周刊,今周刊,858,2
1387423368204491,自由時報汽車頻道,自由時報汽車頻道,836,1
739049559498402,元氣網,udn.com,759,4
1629474157289221,小牛頓,小牛頓科學教育有限公司,753,6
104381935820077,南方，寂寞鐵道 On The Train,貝殼放大股份有限公司,716,5
123082847747496,婦女救援基金會,財團法人台北市婦女救援社會福利事業基金會,713,2
170671044596,天主教善牧基金會,天主教善牧基金會,711,20
191690867518507,江啟臣,江啟臣,696,4
201107280815936,潔淨學-不咬手潔淨體貼,永勝 許,657,6
108696572024879,民視嘎哩供,民視新聞,640,5
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,634,1
436843193180529,Unipapa,Unipapa,623,11
701317096548097,許展維,許展維,618,2
224716348398040,SMAT台灣智慧移動產業協會,These ads ran without a disclaimer,612,5
699398610097783,桃園市議員 劉仁照,劉仁照,577,2
