Location name,Amount spent (NOK)
Akershus,3043
Aust-Agder,517
Buskerud,1463
Finnmark,464
Hedmark,993
Hordaland,2785
Møre og Romsdal,1821
Nord-Trøndelag,942
Nordland,1581
Oppland,982
Oslo,7799
Rogaland,2263
Sogn og Fjordane,591
Sør-Trøndelag,2275
Telemark,790
Troms,991
Unknown,≤100
Vest-Agder,1116
Vestfold,1229
Østfold,1568
